objectid,title,creator,date,description,subject,location,latitude,longitude,source,display_template,type,format,language,rights,rightsstatement,filename,identifier,object_location,image_small,image_thumb
col008_mp_87,Zamzows K-9 Kennel Campaign Advertisement,Zamzows/Meridian Police Department,2005,"Zamzows sponsored a K-9 Kennel Campaign for the Meridian Police Department's new Police K-9 Training Center. Almost all the materials used for the training center project were donated by local businesses, and Zamzows wanted to help the center by providing dog kennels. Individuals simply filled out a pledge form with a cash donation and Zamzows displayed their name. At the time of the center opening, Zamzows helped donate 14 dog kennels. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_080.jpg,col008_meridianpolice_080,objects/col008_meridianpolice_080.jpg,objects/small/col008_meridianpolice_080_sm.jpg,objects/thumbs/col008_meridianpolice_080_th.jpg
col008_mp_88,Meridian Police K-9 Training Center Ribbon Cutting Ceremony,Shelly Houston/Meridian Police Department,2006-06-07,"Photo collage of photos from the June 7, 2006 grand opening ribbon cutting ceremony of the Meridian Police Department's Police K-9 Training Center. Photography by Shelly Houston. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_081.jpg,col008_meridianpolice_081,objects/col008_meridianpolice_081.jpg,objects/small/col008_meridianpolice_081_sm.jpg,objects/thumbs/col008_meridianpolice_081_th.jpg
col008_mp_89,Meridian Police K-9 & Patrol Car,Meridian Police Department,2010,"Meridian Police K-9 & Patrol Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_082.jpg,col008_meridianpolice_082,objects/col008_meridianpolice_082.jpg,objects/small/col008_meridianpolice_082_sm.jpg,objects/thumbs/col008_meridianpolice_082_th.jpg
col008_mp_90,Meridian Police Officers & 4 Police K-9s,Meridian Police Department,2010,"Four police K-9s with officers J. Lindley, J. Brown, B. Stokes, S. Washburn, S. Colaianni, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_083.jpg,col008_meridianpolice_083,objects/col008_meridianpolice_083.jpg,objects/small/col008_meridianpolice_083_sm.jpg,objects/thumbs/col008_meridianpolice_083_th.jpg
col008_mp_91,Police K-9 in Training,Meridian Police Department,2010,"Police K-9 in training, circa 2010s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_084.jpg,col008_meridianpolice_084,objects/col008_meridianpolice_084.jpg,objects/small/col008_meridianpolice_084_sm.jpg,objects/thumbs/col008_meridianpolice_084_th.jpg
col008_mp_92,Officer Brown & Police Dog,Meridian Police Department,2010,"Officer J. Brown and his police K-9, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_085.jpg,col008_meridianpolice_085,objects/col008_meridianpolice_085.jpg,objects/small/col008_meridianpolice_085_sm.jpg,objects/thumbs/col008_meridianpolice_085_th.jpg
col008_mp_93,K-9 Officers with Their Police Dogs,Meridian Police Department,2010,"K-9 Officers B. Stokes, J. Brown, and unidentified officer, circa 2010s.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_086.jpg,col008_meridianpolice_086,objects/col008_meridianpolice_086.jpg,objects/small/col008_meridianpolice_086_sm.jpg,objects/thumbs/col008_meridianpolice_086_th.jpg
col008_mp_94,Police K-9 in Training,Meridian Police Department,2010,"Police K-9 in training, circa late 2010s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_087.jpg,col008_meridianpolice_087,objects/col008_meridianpolice_087.jpg,objects/small/col008_meridianpolice_087_sm.jpg,objects/thumbs/col008_meridianpolice_087_th.jpg
col008_mp_95,Police K-9 Next to White Police Car,Meridian Police Department,2010,"Police K-9 Next to White Police Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_088.jpg,col008_meridianpolice_088,objects/col008_meridianpolice_088.jpg,objects/small/col008_meridianpolice_088_sm.jpg,objects/thumbs/col008_meridianpolice_088_th.jpg
col008_mp_96,Meridian Police K-9 Car,Meridian Police Department,2010,"Meridian Police K-9 Car, circa 2010s ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_089.jpg,col008_meridianpolice_089,objects/col008_meridianpolice_089.jpg,objects/small/col008_meridianpolice_089_sm.jpg,objects/thumbs/col008_meridianpolice_089_th.jpg
col008_mp_97,Police K-9 Next to White Police Car,Meridian Police Department,2010,"Police K-9 Next to White Police Car, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_090.jpg,col008_meridianpolice_090,objects/col008_meridianpolice_090.jpg,objects/small/col008_meridianpolice_090_sm.jpg,objects/thumbs/col008_meridianpolice_090_th.jpg
col008_mp_98,Meridian Police K-9,Meridian Police Department,2010,"Meridian Police K-9, circa 2010s",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_091.jpg,col008_meridianpolice_091,objects/col008_meridianpolice_091.jpg,objects/small/col008_meridianpolice_091_sm.jpg,objects/thumbs/col008_meridianpolice_091_th.jpg
